accR,accP,gyroR,gyroP,gyroY,cfroll,cfpitch
-0.010977, -0.009036,0.021982, -0.006528, 0.012390, -0.010134, -0.004539
-0.011749, -0.013922,0.021450, -0.005862, 0.017719, -0.010190, -0.004642
-0.004185, -0.007559,0.022649, -0.008260, 0.016787, -0.010102, -0.004612
-0.006414, -0.011326,0.024380, -0.006395, 0.015721, -0.010053, -0.004651
-0.010928, -0.011268,0.022249, -0.003997, 0.015188, -0.010086, -0.004696
-0.011063, -0.003373,0.025979, -0.006395, 0.016120, -0.010131, -0.004567
-0.012079, -0.012011,0.022382, -0.003730, 0.015188, -0.010185, -0.004629
-0.006479, -0.007559,0.020783, -0.005995, 0.014921, -0.010134, -0.004606
-0.013196, -0.010084,0.021450, -0.007461, 0.013989, -0.010224, -0.004631
-0.005753, -0.002978,0.020250, -0.005995, 0.014921, -0.010158, -0.004519
-0.005562, -0.003934,0.022382, -0.008260, 0.014655, -0.010099, -0.004419
-0.009962, -0.007590,0.019984, -0.005329, 0.015321, -0.010117, -0.004404
-0.009992, -0.008360,0.025180, -0.007061, 0.012124, -0.010142, -0.004385
-0.002920, -0.005092,0.022382, -0.004263, 0.013722, -0.010014, -0.004311
-0.013069, -0.012265,0.019584, -0.007061, 0.014255, -0.010103, -0.004393
-0.011962, -0.012634,0.023315, -0.008393, 0.012257, -0.010173, -0.004467
-0.011635, -0.008071,0.020384, -0.006795, 0.016920, -0.010229, -0.004459
-0.003057, -0.010665,0.023181, -0.007594, 0.015854, -0.010116, -0.004492
-0.010740, -0.014049,0.022249, -0.005862, 0.013989, -0.010151, -0.004596
-0.012079, -0.010450,0.026246, -0.005063, 0.016120, -0.010209, -0.004610
-0.008805, -0.007586,0.023315, -0.005729, 0.014788, -0.010204, -0.004579
-0.008326, -0.007030,0.023048, -0.005995, 0.016120, -0.010190, -0.004537
-0.010099, -0.013802,0.024380, -0.006528, 0.015854, -0.010213, -0.004627
-0.008471, -0.007997,0.023048, -0.010658, 0.015588, -0.010220, -0.004604
-0.011171, -0.009536,0.025713, -0.004796, 0.018119, -0.010258, -0.004602
-0.004821, -0.008555,0.022515, -0.005196, 0.019584, -0.010170, -0.004593
-0.011920, -0.007992,0.024380, -0.003597, 0.017453, -0.010219, -0.004565
-0.006660, -0.010024,0.020917, -0.008260, 0.015987, -0.010180, -0.004592
-0.009045, -0.007413,0.020250, -0.006262, 0.017719, -0.010182, -0.004569
-0.008256, -0.012723,0.023048, -0.004130, 0.016653, -0.010160, -0.004642
-0.009339, -0.012294,0.019584, -0.007860, 0.013189, -0.010174, -0.004718
-0.003842, -0.007145,0.023448, -0.004130, 0.018519, -0.010064, -0.004675
-0.008221, -0.007749,0.021183, -0.009859, 0.016787, -0.010065, -0.004653
-0.009392, -0.014999,0.018918, -0.007061, 0.016120, -0.010080, -0.004786
-0.011972, -0.006054,0.021183, -0.007594, 0.016387, -0.010147, -0.004728
-0.012216, -0.009854,0.019851, -0.007327, 0.013189, -0.010217, -0.004753
-0.011875, -0.009446,0.021316, -0.007994, 0.014655, -0.010282, -0.004763
-0.000406, -0.012526,0.018252, -0.006661, 0.017852, -0.010110, -0.004847
-0.012858, -0.007377,0.022649, -0.008926, 0.016387, -0.010200, -0.004809
-0.011311, -0.016593,0.018385, -0.007594, 0.015055, -0.010252, -0.004973
-0.009181, -0.009452,0.022782, -0.005862, 0.015987, -0.010254, -0.004973
-0.011514, -0.006841,0.020117, -0.005063, 0.015454, -0.010299, -0.004931
-0.000409, -0.012258,0.024247, -0.006528, 0.015321, -0.010127, -0.004983
-0.003233, -0.012324,0.021450, -0.007860, 0.016653, -0.010020, -0.005046
-0.010875, -0.011550,0.016520, -0.009726, 0.013989, -0.010075, -0.005111
-0.010388, -0.007604,0.021450, -0.005862, 0.016387, -0.010104, -0.005077
-0.008058, -0.010292,0.023048, -0.005196, 0.017586, -0.010084, -0.005091
-0.008574, -0.010802,0.021982, -0.008393, 0.016787, -0.010086, -0.005119
-0.003841, -0.009838,0.022249, -0.006262, 0.015321, -0.009986, -0.005126
-0.002094, -0.008106,0.019984, -0.006395, 0.018119, -0.009853, -0.005107
-0.008381, -0.005152,0.024247, -0.005462, 0.015854, -0.009845, -0.005013
-0.010946, -0.005847,0.023981, -0.005462, 0.013856, -0.009889, -0.004936
-0.004756, -0.008440,0.020517, -0.008660, 0.016520, -0.009820, -0.004925
-0.013425, -0.007594,0.021183, -0.005729, 0.018252, -0.009914, -0.004896
-0.006304, -0.014149,0.022915, -0.007860, 0.015588, -0.009873, -0.004991
-0.012306, -0.014141,0.024114, -0.006395, 0.017186, -0.009947, -0.005079
-0.010857, -0.012632,0.021450, -0.010392, 0.013589, -0.010006, -0.005146
-0.016113, -0.012971,0.020650, -0.006661, 0.015721, -0.010154, -0.005222
-0.009842, -0.006360,0.017453, -0.012390, 0.016520, -0.010196, -0.005176
-0.017279, -0.014502,0.021716, -0.008127, 0.018119, -0.010370, -0.005278
-0.001348, -0.019135,0.024114, -0.004663, 0.015721, -0.010208, -0.005460
-0.008677, -0.010180,0.018385, -0.006528, 0.019718, -0.010203, -0.005483
-0.000812, -0.006025,0.017719, -0.009059, 0.017852, -0.010050, -0.005424
-0.011988, -0.017980,0.021982, -0.010925, 0.015721, -0.010132, -0.005589
-0.010860, -0.004167,0.017852, -0.007327, 0.018652, -0.010175, -0.005490
-0.005221, -0.009696,0.020650, -0.008793, 0.015454, -0.010111, -0.005494
-0.009376, -0.008095,0.022782, -0.007594, 0.016920, -0.010126, -0.005456
-0.013832, -0.012563,0.018385, -0.005729, 0.016653, -0.010222, -0.005526
-0.012216, -0.012891,0.019718, -0.005063, 0.016254, -0.010282, -0.005596
-0.003880, -0.015722,0.017986, -0.008393, 0.016653, -0.010187, -0.005728
-0.010819, -0.006056,0.021450, -0.004796, 0.012523, -0.010218, -0.005651
-0.008032, -0.010596,0.024380, -0.007594, 0.011724, -0.010204, -0.005654
-0.008822, -0.006854,0.025580, -0.006395, 0.016520, -0.010202, -0.005578
-0.008320, -0.006683,0.023448, -0.006128, 0.014921, -0.010188, -0.005508
-0.008853, -0.008376,0.022249, -0.003064, 0.018119, -0.010173, -0.005478
-0.012082, -0.003937,0.024114, -0.007594, 0.015721, -0.010241, -0.005353
-0.010159, -0.018083,0.022249, -0.003597, 0.017319, -0.010254, -0.005520
-0.014062, -0.006997,0.021849, -0.007594, 0.015588, -0.010360, -0.005464
-0.005508, -0.010008,0.022116, -0.007994, 0.015321, -0.010294, -0.005468
-0.006864, -0.007133,0.022116, -0.008260, 0.015987, -0.010258, -0.005415
-0.005540, -0.005811,0.022382, -0.008926, 0.015454, -0.010198, -0.005335
-0.006011, -0.009767,0.023315, -0.005596, 0.013722, -0.010137, -0.005332
-0.010413, -0.004901,0.024647, -0.006395, 0.014788, -0.010167, -0.005227
-0.006700, -0.011572,0.020783, -0.004396, 0.016254, -0.010115, -0.005273
-0.007100, -0.003178,0.022915, -0.007994, 0.016520, -0.010086, -0.005141
-0.005386, -0.009203,0.023048, -0.007194, 0.014788, -0.010020, -0.005132
-0.008058, -0.002573,0.021849, -0.009992, 0.018918, -0.010020, -0.004995
-0.005011, -0.010631,0.022782, -0.006128, 0.018252, -0.009944, -0.005018
-0.006360, -0.010081,0.021849, -0.007994, 0.016387, -0.009904, -0.005034
-0.012128, -0.005110,0.020250, -0.009592, 0.015454, -0.009986, -0.004956
-0.005551, -0.011575,0.017319, -0.007860, 0.019185, -0.009928, -0.005021
-0.007093, -0.007363,0.021450, -0.008527, 0.017852, -0.009905, -0.004983
-0.010051, -0.008845,0.018119, -0.007994, 0.015321, -0.009939, -0.004990
-0.010173, -0.006240,0.022515, -0.007327, 0.015854, -0.009972, -0.004926
-0.011985, -0.001839,0.024647, -0.008926, 0.015454, -0.010048, -0.004768
-0.006925, -0.008012,0.019185, -0.007860, 0.015454, -0.010016, -0.004758
-0.011108, -0.004132,0.022382, -0.003864, 0.016920, -0.010053, -0.004657
-0.003480, -0.008051,0.022249, -0.006795, 0.013722, -0.009948, -0.004638
-0.009793, -0.008569,0.024114, -0.008260, 0.014921, -0.009977, -0.004622
-0.007444, -0.009589,0.023181, -0.005063, 0.014388, -0.009947, -0.004631
0.000000, -0.005293,0.024247, -0.004396, 0.015854, -0.009765, -0.004549
-0.013193, -0.009675,0.022515, -0.007860, 0.015854, -0.009864, -0.004563
-0.009236, -0.008014,0.020517, -0.007594, 0.015854, -0.009881, -0.004552
-0.009147, -0.006793,0.022515, -0.004796, 0.014921, -0.009886, -0.004508
-0.007582, -0.007917,0.020783, -0.010925, 0.016387, -0.009882, -0.004495
-0.007774, 0.000000,0.024380, -0.005729, 0.016254, -0.009863, -0.004309
-0.008597, -0.010831,0.022382, -0.008127, 0.016387, -0.009869, -0.004352
-0.009216, -0.010301,0.020783, -0.008260, 0.016520, -0.009888, -0.004390
-0.015150, -0.012716,0.022382, -0.006795, 0.017319, -0.010020, -0.004468
-0.013476, -0.006466,0.021849, -0.008926, 0.017319, -0.010124, -0.004423
-0.005760, -0.012537,0.023848, -0.011191, 0.018119, -0.010081, -0.004492
-0.012523, -0.014361,0.025047, -0.005995, 0.013856, -0.010153, -0.004591
-0.010529, -0.006952,0.023848, -0.005729, 0.012790, -0.010183, -0.004544
-0.012875, -0.002779,0.022515, -0.002931, 0.016120, -0.010249, -0.004421
-0.005957, -0.003588,0.023581, -0.004130, 0.018519, -0.010179, -0.004312
-0.016896, -0.008754,0.021849, -0.006661, 0.015987, -0.010339, -0.004315
-0.006853, -0.009070,0.022782, -0.005729, 0.016653, -0.010292, -0.004321
-0.008290, -0.008970,0.022915, -0.006928, 0.017453, -0.010279, -0.004324
-0.012043, -0.005480,0.020917, -0.008660, 0.018785, -0.010349, -0.004265
-0.011024, -0.009038,0.022515, -0.006928, 0.014921, -0.010389, -0.004272
-0.007551, -0.013945,0.021183, -0.005329, 0.014522, -0.010353, -0.004383
-0.005007, 0.001556,0.023448, -0.007327, 0.016653, -0.010275, -0.004172
-0.009772, -0.004750,0.018918, -0.007327, 0.015987, -0.010294, -0.004109
-0.011366, -0.008576,0.019984, -0.007594, 0.016653, -0.010345, -0.004120
-0.012306, -0.016860,0.025979, -0.006795, 0.017186, -0.010411, -0.004273
-0.013458, -0.003399,0.025846, -0.005862, 0.016787, -0.010495, -0.004155
-0.005030, -0.006865,0.020517, -0.006395, 0.015188, -0.010410, -0.004128
-0.006920, -0.006038,0.020250, -0.005862, 0.013323, -0.010364, -0.004087
-0.008682, -0.005879,0.023981, -0.007594, 0.018385, -0.010360, -0.004029
-0.008826, -0.007197,0.023714, -0.010525, 0.014788, -0.010370, -0.003999
-0.007514, -0.007785,0.021183, -0.004929, 0.019185, -0.010333, -0.003992
-0.016905, -0.007197,0.023448, -0.005862, 0.015987, -0.010487, -0.003964
-0.014108, -0.004362,0.023581, -0.006795, 0.017453, -0.010586, -0.003880
-0.002514, -0.007407,0.019051, -0.005329, 0.015188, -0.010446, -0.003876
-0.005042, -0.013763,0.022649, -0.004530, 0.019718, -0.010355, -0.003985
-0.010182, -0.006991,0.024780, -0.004396, 0.017053, -0.010369, -0.003948
-0.006862, -0.015876,0.019984, -0.007594, 0.015321, -0.010329, -0.004108
-0.008480, -0.011058,0.025047, -0.004130, 0.012790, -0.010308, -0.004149
-0.004992, -0.008297,0.020917, -0.006395, 0.016387, -0.010227, -0.004150
-0.012039, -0.005073,0.021450, -0.006395, 0.016387, -0.010288, -0.004084
-0.005325, -0.009841,0.020250, -0.007461, 0.014388, -0.010218, -0.004120
-0.011657, -0.004717,0.017186, -0.009592, 0.017453, -0.010284, -0.004064
-0.008485, -0.004548,0.022116, -0.007994, 0.017186, -0.010280, -0.003987
-0.007502, -0.009259,0.020917, -0.005063, 0.014655, -0.010244, -0.004011
-0.009244, -0.007205,0.022116, -0.006395, 0.015588, -0.010249, -0.003988
-0.007893, -0.009322,0.024514, -0.010258, 0.018918, -0.010242, -0.003998
-0.013001, -0.012462,0.022915, -0.010525, 0.015854, -0.010338, -0.004078
-0.013762, -0.004793,0.021450, -0.005596, 0.015055, -0.010429, -0.004008
-0.006929, -0.001427,0.020783, -0.006128, 0.014522, -0.010383, -0.003875
-0.011027, -0.005890,0.019851, -0.006661, 0.016120, -0.010422, -0.003838
-0.007598, -0.011699,0.023048, -0.008127, 0.015987, -0.010397, -0.003904
-0.005571, -0.008560,0.021450, -0.007327, 0.014522, -0.010330, -0.003913
0.001295, -0.007429,0.021982, -0.005596, 0.014788, -0.010119, -0.003898
-0.003234, -0.006198,0.023981, -0.006262, 0.016520, -0.010006, -0.003850
-0.007750, -0.012688,0.020783, -0.005196, 0.015055, -0.009981, -0.003945
-0.006165, -0.001829,0.022116, -0.005462, 0.015854, -0.009926, -0.003816
-0.012085, -0.007401,0.022915, -0.007594, 0.014255, -0.009999, -0.003798
-0.007293, -0.007563,0.020650, -0.008660, 0.018652, -0.009979, -0.003792
-0.006735, -0.010136,0.023714, -0.007860, 0.016787, -0.009945, -0.003826
-0.004802, -0.007779,0.022382, -0.004130, 0.015321, -0.009858, -0.003817
-0.005323, -0.004515,0.022782, -0.007194, 0.018119, -0.009796, -0.003742
-0.005325, -0.007953,0.023048, -0.002531, 0.016653, -0.009716, -0.003736
-0.008762, -0.007953,0.021583, -0.006528, 0.015987, -0.009723, -0.003736
-0.008315, -0.001295,0.023448, -0.007994, 0.014655, -0.009726, -0.003595
-0.011226, -0.001848,0.023848, -0.007327, 0.016387, -0.009785, -0.003466
-0.017219, -0.010264,0.026246, -0.011458, 0.013189, -0.009978, -0.003500
-0.011752, -0.007405,0.026912, -0.009326, 0.015987, -0.010050, -0.003472
-0.009946, -0.000677,0.025313, -0.007461, 0.012523, -0.010077, -0.003317
-0.011311, -0.003928,0.019318, -0.000933, 0.015588, -0.010106, -0.003254
-0.013108, -0.010352,0.023181, -0.007594, 0.012257, -0.010196, -0.003305
0.011696, -0.010191,0.022116, -0.011458, 0.005596, -0.009803, -0.003356
-0.002089, -0.018394,0.023048, 0.000533, 0.016653, -0.009646, -0.003566
-0.006516, -0.010317,0.023315, -0.006928, 0.013323, -0.009611, -0.003610
-0.011072, -0.017484,0.019851, -0.008393, 0.014921, -0.009673, -0.003809
-0.006421, -0.013660,0.023448, -0.006128, 0.014388, -0.009632, -0.003914
-0.006367, -0.006976,0.020650, -0.008660, 0.014255, -0.009601, -0.003895
-0.009636, -0.011061,0.023848, -0.005995, 0.017186, -0.009625, -0.003945
-0.007313, -0.003386,0.024913, -0.006395, 0.017319, -0.009604, -0.003836
-0.001156, -0.008773,0.023714, -0.002798, 0.015588, -0.009446, -0.003842
-0.010285, -0.006386,0.019185, -0.009193, 0.014788, -0.009498, -0.003817
-0.013129, -0.006598,0.021849, -0.005995, 0.014522, -0.009595, -0.003787
-0.007151, -0.007423,0.023714, -0.007461, 0.014522, -0.009575, -0.003767
-0.017450, -0.009672,0.019718, -0.002398, 0.016520, -0.009742, -0.003808
-0.008620, -0.009706,0.025979, -0.005862, 0.017319, -0.009742, -0.003824
-0.005221, -0.008950,0.021849, -0.009592, 0.018385, -0.009690, -0.003841
-0.008981, -0.002431,0.019984, -0.004130, 0.017186, -0.009692, -0.003734
-0.005943, -0.007361,0.020783, -0.004396, 0.015721, -0.009634, -0.003725
-0.010752, -0.004869,0.020917, -0.008926, 0.015188, -0.009691, -0.003666
-0.011027, -0.002808,0.019718, -0.010125, 0.015321, -0.009758, -0.003572
-0.009284, -0.009216,0.020517, -0.007860, 0.017319, -0.009779, -0.003604
-0.004652, -0.011494,0.022249, -0.007994, 0.014788, -0.009708, -0.003675
-0.007295, -0.008714,0.022382, -0.008793, 0.015188, -0.009694, -0.003688
-0.008290, -0.004757,0.022915, -0.008393, 0.014921, -0.009699, -0.003619
-0.003880, -0.006874,0.022649, -0.007194, 0.012657, -0.009611, -0.003596
-0.017758, -0.011133,0.022382, -0.007194, 0.014255, -0.009802, -0.003659
-0.006216, -0.001844,0.019451, -0.007594, 0.017319, -0.009760, -0.003546
-0.012203, -0.015573,0.026645, -0.003730, 0.012923, -0.009823, -0.003682
-0.006836, -0.007507,0.023981, -0.005063, 0.012390, -0.009783, -0.003665
-0.007143, -0.008571,0.025580, -0.008660, 0.015588, -0.009764, -0.003663
-0.005365, -0.000679,0.020517, -0.005862, 0.013722, -0.009699, -0.003522
-0.015430, -0.010781,0.025047, -0.005329, 0.014655, -0.009835, -0.003569
-0.010816, -0.002993,0.025313, -0.003864, 0.017453, -0.009870, -0.003459
-0.008239, -0.008914,0.023448, -0.010925, 0.017053, -0.009880, -0.003476
-0.008214, -0.006598,0.019451, -0.005063, 0.018519, -0.009866, -0.003462
-0.006724, -0.010119,0.023315, -0.003464, 0.014788, -0.009817, -0.003504
-0.012033, -0.013520,0.018785, -0.006128, 0.017186, -0.009886, -0.003631
-0.009409, -0.009680,0.021316, -0.007594, 0.017453, -0.009906, -0.003668
-0.004412, -0.010860,0.020783, -0.008527, 0.017986, -0.009829, -0.003730
-0.008776, -0.012489,0.019584, -0.007860, 0.016520, -0.009839, -0.003829
-0.009294, -0.011891,0.021450, -0.008793, 0.015055, -0.009863, -0.003906
-0.007349, -0.000272,0.017719, -0.007727, 0.014388, -0.009843, -0.003764
-0.009592, -0.004864,0.020783, -0.006928, 0.015987, -0.009865, -0.003704
-0.007908, -0.006272,0.020250, -0.007461, 0.015188, -0.009855, -0.003676
-0.009592, -0.005674,0.019451, -0.008260, 0.015721, -0.009882, -0.003640
-0.004079, -0.007003,0.022116, -0.007994, 0.017453, -0.009797, -0.003621
-0.011437, -0.013253,0.016254, -0.009992, 0.018252, -0.009869, -0.003749
-0.003455, -0.009891,0.025979, -0.005196, 0.017719, -0.009761, -0.003770
-0.008058, -0.007584,0.021716, -0.004530, 0.013189, -0.009745, -0.003762
-0.009154, -0.012452,0.020517, -0.003730, 0.018918, -0.009748, -0.003855
-0.008263, -0.009685,0.024380, -0.005596, 0.018385, -0.009740, -0.003876
-0.006150, -0.011354,0.018918, -0.007994, 0.014788, -0.009700, -0.003951
-0.009769, -0.008548,0.024380, -0.006661, 0.016653, -0.009727, -0.003948
-0.011415, -0.007521,0.024247, -0.003197, 0.016920, -0.009773, -0.003924
-0.011787, -0.004770,0.021716, -0.009859, 0.014655, -0.009852, -0.003856
-0.010534, -0.007361,0.026512, -0.005729, 0.018519, -0.009888, -0.003822
-0.001546, -0.002957,0.023581, -0.005329, 0.015987, -0.009742, -0.003712
-0.012216, -0.007154,0.027311, -0.004663, 0.017852, -0.009810, -0.003674
-0.009732, -0.011557,0.024514, -0.003197, 0.018385, -0.009821, -0.003736
-0.002305, -0.007592,0.023714, -0.007061, 0.018119, -0.009699, -0.003720
-0.014931, -0.011351,0.025979, -0.007860, 0.012923, -0.009834, -0.003771
-0.008967, -0.010046,0.020517, -0.009059, 0.016920, -0.009852, -0.003816
-0.009937, -0.014466,0.020250, -0.005462, 0.015454, -0.009875, -0.003949
-0.010566, -0.010837,0.021716, -0.008127, 0.017719, -0.009921, -0.004002
-0.007674, -0.006044,0.021450, -0.005729, 0.014788, -0.009899, -0.003959
-0.012355, -0.010005,0.017719, -0.007327, 0.015454, -0.009976, -0.004010
-0.003845, -0.006408,0.021450, -0.007194, 0.017186, -0.009882, -0.003974
-0.009628, -0.006552,0.019718, -0.008660, 0.015854, -0.009911, -0.003948
-0.004654, -0.018476,0.021849, -0.005729, 0.018385, -0.009828, -0.004153
-0.008576, -0.008104,0.018652, -0.008660, 0.013989, -0.009837, -0.004159
-0.010804, -0.007611,0.022515, -0.009326, 0.011458, -0.009893, -0.004140
-0.007627, -0.009112,0.016520, -0.008793, 0.017586, -0.009882, -0.004175
-0.006451, -0.008235,0.020783, -0.008393, 0.013323, -0.009846, -0.004174
-0.006954, -0.008385,0.026779, -0.005063, 0.013856, -0.009808, -0.004154
-0.000944, -0.006946,0.019185, -0.006661, 0.014788, -0.009657, -0.004134
-0.007537, -0.012425,0.023048, -0.007994, 0.018519, -0.009646, -0.004210
-0.011667, -0.006946,0.022649, -0.007194, 0.015055, -0.009715, -0.004176
-0.004066, -0.005828,0.023315, -0.005995, 0.015854, -0.009625, -0.004117
-0.004986, -0.007143,0.024780, -0.006661, 0.016254, -0.009559, -0.004081
-0.007882, -0.004757,0.018652, -0.007727, 0.016653, -0.009555, -0.004021
-0.005964, -0.018092,0.021050, -0.005995, 0.015987, -0.009507, -0.004220
-0.012415, -0.007355,0.022782, -0.007327, 0.015854, -0.009594, -0.004193
-0.006711, -0.010100,0.018385, -0.005729, 0.013189, -0.009559, -0.004239
-0.009201, -0.014816,0.023048, -0.004130, 0.016387, -0.009568, -0.004361
-0.014769, -0.010095,0.018785, -0.008260, 0.017186, -0.009704, -0.004402
-0.008755, -0.010573,0.020384, -0.004796, 0.017319, -0.009704, -0.004445
-0.007277, -0.010579,0.023448, -0.003730, 0.018918, -0.009670, -0.004476
-0.011339, -0.009738,0.025446, -0.009326, 0.015055, -0.009740, -0.004481
-0.013866, -0.008038,0.022782, -0.006528, 0.012657, -0.009848, -0.004463
-0.002505, -0.005485,0.020517, -0.007994, 0.015987, -0.009733, -0.004403
-0.008254, -0.007375,0.019318, -0.007461, 0.015721, -0.009732, -0.004387
-0.005785, -0.015313,0.019851, -0.006661, 0.016653, -0.009679, -0.004528
-0.005214, -0.016995,0.021716, -0.007727, 0.015188, -0.009620, -0.004692
-0.009574, -0.004517,0.021316, -0.007727, 0.016920, -0.009650, -0.004605
-0.008798, -0.011031,0.019318, -0.008260, 0.016254, -0.009665, -0.004658
-0.010656, -0.012064,0.023181, -0.003597, 0.016387, -0.009699, -0.004715
-0.005033, -0.001428,0.023315, -0.007061, 0.015987, -0.009633, -0.004558
-0.011917, -0.010631,0.021450, -0.006928, 0.016120, -0.009706, -0.004595
-0.009262, -0.006878,0.018918, -0.006128, 0.015055, -0.009721, -0.004567
-0.003036, -0.010593,0.025180, -0.008660, 0.015454, -0.009622, -0.004589
-0.010961, -0.013616,0.020250, -0.005729, 0.016120, -0.009671, -0.004690
-0.014436, -0.008259,0.023714, -0.006395, 0.015454, -0.009791, -0.004668
-0.012942, -0.009053,0.022116, -0.004796, 0.014522, -0.009873, -0.004669
-0.011969, -0.007617,0.022116, -0.008660, 0.014522, -0.009949, -0.004641
-0.010053, -0.010321,0.023448, -0.005196, 0.015321, -0.009971, -0.004663
-0.012209, -0.004115,0.023181, -0.009326, 0.014388, -0.010053, -0.004561
-0.009809, -0.015939,0.021849, -0.009326, 0.013856, -0.010084, -0.004703
-0.008866, -0.007267,0.021849, -0.005862, 0.012523, -0.010083, -0.004669
-0.005177, -0.012641,0.020250, -0.006928, 0.017186, -0.010012, -0.004749
-0.011927, -0.006031,0.021050, -0.008260, 0.015588, -0.010083, -0.004692
